,Epoch,Train_loss,Test_loss,Time
0,0,0.99339074,0.9658203,7.618523836135864
1,2,0.99391395,0.96655273,7.781516790390015
2,4,0.9941581,0.9655762,7.635609865188599
3,6,0.9947335,0.9654541,7.9594645500183105
4,8,0.99487305,0.96569824,7.851624011993408
5,10,0.9950126,0.9655762,7.85230278968811
6,12,0.9951695,0.96569824,7.862523555755615
7,14,0.99506485,0.96398926,7.771022319793701
8,16,0.99543107,0.9649658,7.62105917930603
9,18,0.9957101,0.9649658,7.555022954940796
10,20,0.9956752,0.96520996,7.50075888633728
11,22,0.99564034,0.96520996,7.835740089416504
12,24,0.99550086,0.96435547,7.473615646362305
13,26,0.99572754,0.96569824,7.703585863113403
14,28,0.9956578,0.9654541,7.480731964111328
15,30,0.99598914,0.9642334,7.426660776138306
16,32,0.99572754,0.96484375,7.868618488311768
17,34,0.99590194,0.9658203,7.655261278152466
18,36,0.99590194,0.96447754,7.749341726303101
19,38,0.9959717,0.9655762,7.860942125320435
20,40,0.9957973,0.9659424,7.905306100845337
21,42,0.9963379,0.9647217,7.513673305511475
22,44,0.9960763,0.9641113,7.702584505081177
23,46,0.996303,0.96447754,7.494755744934082
24,48,0.9961112,0.9647217,7.763346910476685
25,50,0.99618095,0.9642334,7.553316593170166
26,52,0.9965123,0.9650879,7.871156692504883
27,54,0.9964251,0.96435547,7.553141355514526
28,56,0.9962158,0.9647217,9.050677299499512
29,58,0.9959717,0.96435547,7.863077163696289
30,60,0.99675643,0.96435547,7.939198970794678
31,62,0.99635535,0.9650879,7.44879674911499
32,64,0.99635535,0.9641113,7.424114942550659
33,66,0.9964948,0.96398926,7.785572528839111
34,68,0.9964425,0.96435547,7.453078746795654
35,70,0.996739,0.9637451,7.8229591846466064
36,72,0.9965297,0.963501,7.529900789260864
37,74,0.99677384,0.9637451,7.444300889968872
38,76,0.99635535,0.9633789,7.941569566726685
39,78,0.99665177,0.9630127,7.895904302597046
40,80,0.9968959,0.9641113,7.709290027618408
41,82,0.99665177,0.96435547,7.671894550323486
42,84,0.9968959,0.963501,7.406167984008789
43,86,0.99677384,0.9650879,7.7234673500061035
44,88,0.9966169,0.9633789,7.418186902999878
45,90,0.9967041,0.96435547,8.643503904342651
46,92,0.9969657,0.96484375,7.451814413070679
47,94,0.99654716,0.963501,9.01565432548523
48,96,0.9965297,0.9637451,7.4248597621917725
49,98,0.9963902,0.9637451,7.459009885787964
