,Epoch,Train_loss,Test_loss,Time
0,0,0.9995117,0.9736328,7.568854808807373
1,2,0.9996338,0.97387695,7.632989406585693
2,4,0.9996163,0.97387695,7.511183738708496
3,6,0.99965125,0.97387695,7.506582021713257
4,8,0.999721,0.97387695,7.475783824920654
5,10,0.9997035,0.97387695,7.453152418136597
6,12,0.999721,0.9736328,7.546904802322388
7,14,0.999721,0.9741211,7.5775933265686035
8,16,0.99975586,0.9741211,7.50439190864563
9,18,0.9997907,0.973999,7.6090662479400635
10,20,0.99984306,0.9744873,7.5756800174713135
11,22,0.9998082,0.97424316,7.704087734222412
12,24,0.99984306,0.97473145,7.573768377304077
13,26,0.9998256,0.9744873,7.505469083786011
14,28,0.9998082,0.97436523,7.646213531494141
15,30,0.99984306,0.97473145,7.803905487060547
16,32,0.9998779,0.9749756,7.724237442016602
17,34,0.9998954,0.9748535,7.6259095668792725
18,36,0.99993026,0.9748535,7.624321222305298
19,38,0.9999128,0.9748535,7.711404323577881
20,40,0.9999128,0.9748535,7.736027479171753
21,42,0.9998954,0.9744873,7.634324312210083
22,44,0.99994767,0.9748535,7.498417377471924
23,46,0.99993026,0.97509766,7.738943338394165
24,48,0.99994767,0.97473145,7.518254518508911
25,50,0.99994767,0.9749756,7.929583787918091
26,52,0.99994767,0.9744873,7.578569173812866
27,54,0.99994767,0.97473145,7.593775987625122
28,56,0.99996513,0.9744873,7.437527418136597
29,58,0.99993026,0.97473145,7.43752646446228
30,60,0.99994767,0.97473145,7.484404802322388
31,62,0.99994767,0.97473145,7.796678066253662
32,64,0.99996513,0.9748535,7.4844019412994385
33,66,0.99996513,0.9748535,7.486364841461182
34,68,0.99998254,0.97509766,7.5469019412994385
35,70,0.99998254,0.9746094,7.868596076965332
36,72,0.99996513,0.9749756,7.628259181976318
37,74,0.99998254,0.97473145,7.672670125961304
38,76,0.99996513,0.97473145,8.093240737915039
39,78,0.99998254,0.9748535,7.869134902954102
40,80,1.0,0.9744873,7.682081699371338
41,82,0.99998254,0.97473145,8.238520622253418
42,84,0.99996513,0.9749756,7.816888809204102
43,86,1.0,0.97473145,8.583278179168701
44,88,0.99998254,0.9749756,7.515713930130005
45,90,0.99998254,0.9748535,7.573869943618774
46,92,0.99998254,0.97473145,7.734401702880859
47,94,0.99998254,0.97473145,8.304657936096191
48,96,1.0,0.9748535,7.593775510787964
49,98,0.99998254,0.9748535,7.567977666854858
