,Epoch,Train_loss,Test_loss,Time
0,0,0.9975411,0.96276855,9.17934536933899
1,2,0.99750626,0.9628906,8.029138565063477
2,4,0.9974714,0.9628906,7.983278751373291
3,6,0.9975237,0.9628906,8.313827514648438
4,8,0.99748886,0.96313477,7.721123218536377
5,10,0.99759346,0.9628906,8.168983459472656
6,12,0.9975586,0.9628906,7.934614896774292
7,14,0.997454,0.96276855,8.303102731704712
8,16,0.9976109,0.96276855,7.890212535858154
9,18,0.9975411,0.9628906,8.327940940856934
10,20,0.997454,0.9628906,7.822903156280518
11,22,0.9975237,0.96276855,8.098811864852905
12,24,0.9975411,0.9628906,8.011103630065918
13,26,0.99759346,0.96313477,8.200001955032349
14,28,0.9975586,0.9628906,8.217303276062012
15,30,0.99748886,0.9628906,8.59412956237793
16,32,0.99750626,0.9628906,8.25315546989441
17,34,0.99748886,0.9628906,7.928498268127441
18,36,0.99748886,0.9628906,8.110944509506226
19,38,0.9975237,0.96276855,9.218719959259033
20,40,0.99750626,0.9628906,10.940943479537964
21,42,0.99741906,0.9630127,7.898348569869995
22,44,0.9975237,0.96276855,7.862679719924927
23,46,0.9975411,0.9630127,8.218240022659302
24,48,0.99748886,0.9628906,8.582939863204956
25,50,0.9975237,0.9630127,8.750786542892456
26,52,0.99741906,0.9628906,8.552675485610962
27,54,0.9974714,0.9628906,7.936180830001831
28,56,0.99750626,0.96276855,8.387360572814941
29,58,0.9974714,0.9628906,7.990979194641113
30,60,0.9975411,0.9628906,8.045490741729736
31,62,0.9974714,0.96276855,8.19115662574768
32,64,0.9975411,0.9628906,8.104728698730469
33,66,0.99759346,0.9628906,8.076925277709961
34,68,0.9975237,0.9630127,8.08888030052185
35,70,0.9975411,0.9630127,8.033738136291504
36,72,0.99757606,0.9630127,7.968365430831909
37,74,0.9974714,0.96276855,8.207308530807495
38,76,0.9975411,0.9630127,7.867995262145996
39,78,0.9975586,0.96276855,7.926453351974487
40,80,0.9974714,0.9628906,8.105819702148438
41,82,0.997454,0.96276855,8.451757669448853
42,84,0.9975237,0.9630127,8.206147193908691
43,86,0.9975586,0.9630127,8.298786640167236
44,88,0.9975411,0.96276855,7.893817663192749
45,90,0.99750626,0.9630127,8.717002391815186
46,92,0.99759346,0.96276855,8.202609062194824
47,94,0.9975411,0.9628906,8.616071939468384
48,96,0.9976109,0.9630127,8.251079082489014
49,98,0.9975237,0.9628906,7.86991286277771
