,Epoch,Train_loss,Test_loss,Time
0,0,0.99720985,0.96325684,8.143395900726318
1,2,0.9971924,0.963501,8.046897411346436
2,4,0.9971749,0.96313477,7.819058895111084
3,6,0.99722725,0.9633789,7.721431255340576
4,8,0.99731445,0.9637451,7.671894788742065
5,10,0.9971575,0.963501,7.671895265579224
6,12,0.9972796,0.96362305,7.703139781951904
7,14,0.9972796,0.96398926,7.624955892562866
8,16,0.99722725,0.96325684,8.171892642974854
9,18,0.9973493,0.96362305,7.911699295043945
10,20,0.99741906,0.96325684,8.450628519058228
11,22,0.997454,0.9628906,8.039142847061157
12,24,0.9972796,0.963501,8.078458547592163
13,26,0.9973493,0.9630127,7.996351480484009
14,28,0.99740165,0.963501,8.554548978805542
15,30,0.9973842,0.963501,7.950576066970825
16,32,0.99740165,0.9633789,8.427397012710571
17,34,0.997297,0.96276855,7.977256536483765
18,36,0.997454,0.9628906,7.812514543533325
19,38,0.9974714,0.9628906,7.764127254486084
20,40,0.9973842,0.9633789,8.021366357803345
21,42,0.9973493,0.96276855,7.648850202560425
22,44,0.9973668,0.96362305,7.8289618492126465
23,46,0.9973493,0.9633789,8.03818941116333
24,48,0.99740165,0.96325684,8.296835899353027
25,50,0.9973842,0.9637451,8.48971939086914
26,52,0.9973668,0.9637451,7.859390735626221
27,54,0.9972621,0.96276855,7.803902626037598
28,56,0.9972621,0.96313477,7.875015020370483
29,58,0.9972621,0.96362305,7.679741621017456
30,60,0.9972447,0.96325684,7.921894073486328
31,62,0.997454,0.96325684,7.650511264801025
32,64,0.99741906,0.96276855,7.829431533813477
33,66,0.9975411,0.96276855,7.743345499038696
34,68,0.99741906,0.96313477,8.000014781951904
35,70,0.997454,0.9625244,7.993825435638428
36,72,0.99762833,0.96276855,7.830973148345947
37,74,0.9975586,0.9628906,7.796891689300537
38,76,0.9975411,0.9628906,7.734330892562866
39,78,0.99750626,0.96313477,7.804264545440674
40,80,0.9975237,0.9628906,7.687515497207642
41,82,0.99748886,0.9625244,7.857754230499268
42,84,0.99762833,0.9628906,7.851353883743286
43,86,0.99750626,0.9626465,7.625016212463379
44,88,0.99759346,0.96325684,7.828205585479736
45,90,0.99750626,0.96276855,7.915688991546631
46,92,0.9974714,0.9628906,8.187516450881958
47,94,0.9975586,0.96276855,7.788276433944702
48,96,0.99750626,0.9628906,7.841898441314697
49,98,0.99750626,0.96276855,7.834298133850098
