,Epoch,Train_loss,Test_loss,Time
0,0,0.99748886,0.9628906,7.607604503631592
1,2,0.99762833,0.9630127,7.720703125
2,4,0.997454,0.9630127,7.618638038635254
3,6,0.99757606,0.9628906,7.818896532058716
4,8,0.9975586,0.9628906,7.663054466247559
5,10,0.9975237,0.9630127,8.067872524261475
6,12,0.9975411,0.9628906,8.42561149597168
7,14,0.9975237,0.96276855,7.802172899246216
8,16,0.99750626,0.9628906,7.83487868309021
9,18,0.9975411,0.9628906,7.618482828140259
10,20,0.99750626,0.9628906,7.577542304992676
11,22,0.99762833,0.96276855,7.7793498039245605
12,24,0.99741906,0.96276855,7.864232063293457
13,26,0.9976632,0.96276855,7.67002534866333
14,28,0.99762833,0.9628906,7.676044702529907
15,30,0.9975237,0.9628906,7.626404523849487
16,32,0.9976109,0.9628906,7.7680823802948
17,34,0.9974714,0.96276855,7.653455972671509
18,36,0.99741906,0.9628906,7.662435054779053
19,38,0.99757606,0.96276855,8.042009115219116
20,40,0.9975411,0.96276855,7.563913106918335
21,42,0.9975411,0.9628906,7.572933912277222
22,44,0.9975411,0.9630127,7.868082284927368
23,46,0.9974714,0.9628906,7.507751703262329
24,48,0.9975237,0.9628906,7.7059502601623535
25,50,0.9975586,0.9628906,7.710572957992554
26,52,0.99750626,0.9628906,7.519347190856934
27,54,0.99757606,0.9628906,7.52779746055603
28,56,0.9975237,0.96276855,7.832617521286011
29,58,0.9974714,0.9628906,7.655644655227661
30,60,0.9975237,0.9628906,7.799452543258667
31,62,0.99759346,0.9628906,7.872664213180542
32,64,0.99750626,0.9628906,10.30850601196289
33,66,0.99757606,0.9628906,9.536316394805908
34,68,0.99750626,0.9628906,7.841338634490967
35,70,0.9975411,0.9628906,7.949307680130005
36,72,0.9974714,0.96276855,8.89351224899292
37,74,0.997454,0.96276855,8.831157922744751
38,76,0.9975237,0.9630127,8.90018367767334
39,78,0.9975411,0.9630127,9.164498805999756
40,80,0.9975237,0.9626465,9.668279886245728
41,82,0.9974714,0.9628906,9.545217037200928
42,84,0.9975237,0.96276855,9.276665687561035
43,86,0.99741906,0.96276855,9.209902048110962
44,88,0.9974714,0.9628906,9.909753322601318
45,90,0.9975411,0.9630127,15.774510145187378
46,92,0.9974365,0.9628906,18.650577306747437
47,94,0.99741906,0.9626465,18.515753269195557
48,96,0.9975237,0.9628906,19.564806699752808
49,98,0.99748886,0.96276855,19.107850551605225
