,Epoch,Train_loss,Test_loss,Time
0,0,0.8934326,0.89245605,10.336023092269897
1,2,0.9378837,0.9321289,8.026358366012573
2,4,0.9488177,0.94091797,8.199389457702637
3,6,0.95760673,0.94677734,8.093321084976196
4,8,0.9628209,0.9515381,8.03109097480774
5,10,0.9662737,0.9544678,8.090399742126465
6,12,0.9700579,0.9564209,7.539193630218506
7,14,0.9720459,0.9604492,7.75988245010376
8,16,0.9729876,0.9602051,7.543806314468384
9,18,0.97549874,0.9581299,7.709973096847534
10,20,0.97698104,0.95910645,7.76161527633667
11,22,0.9792132,0.9626465,7.579372406005859
12,24,0.97869,0.96154785,7.772367000579834
13,26,0.9796666,0.96313477,7.497896194458008
14,28,0.9804862,0.96240234,7.44382905960083
15,30,0.979963,0.9609375,7.45539665222168
16,32,0.98064315,0.9616699,7.467016696929932
17,34,0.98235214,0.96118164,7.4809653759002686
18,36,0.98359025,0.9621582,7.547180652618408
19,38,0.9836426,0.9609375,7.622066259384155
20,40,0.9817418,0.963501,8.19954514503479
21,42,0.98432267,0.9637451,7.650079250335693
22,44,0.98132324,0.9605713,7.4714744091033936
23,46,0.98573524,0.96240234,7.563875198364258
24,48,0.98679894,0.96533203,7.496542692184448
25,50,0.9856306,0.963501,7.862426280975342
26,52,0.9849679,0.96154785,7.9771082401275635
27,54,0.9872872,0.9647217,8.056941747665405
28,56,0.98760116,0.9641113,7.531205892562866
29,58,0.98686874,0.9630127,7.743944406509399
30,60,0.98725235,0.9642334,7.746229410171509
31,62,0.98817664,0.9654541,7.866755723953247
32,64,0.9884905,0.96447754,7.620154857635498
33,66,0.9878453,0.96606445,7.421894788742065
34,68,0.9889962,0.9659424,7.406269788742065
35,70,0.9848633,0.95861816,7.468767881393433
36,72,0.98800224,0.963501,7.406269550323486
37,74,0.98828125,0.96520996,7.3906426429748535
38,76,0.98751396,0.9626465,7.468766689300537
39,78,0.9889788,0.96398926,7.519782066345215
40,80,0.98817664,0.9638672,8.402124404907227
41,82,0.9883161,0.9633789,7.578141450881958
42,84,0.98838586,0.9622803,7.731550455093384
43,86,0.98801965,0.9659424,7.490566968917847
44,88,0.9890834,0.96533203,7.397777795791626
45,90,0.98800224,0.9633789,7.484395503997803
46,92,0.9897286,0.9649658,7.468766927719116
47,94,0.9892927,0.96606445,8.59547209739685
48,96,0.9891532,0.96276855,7.574141979217529
49,98,0.98890907,0.96398926,7.558432579040527
