,Dataset,Backprop,Model,Num_layers,Batchsize,LearningRate,TotalEpochs,Num_parameters,Optimizer,Best_train,Best_test,Best_test_at,Avg_time,Initialization,AvgGenError,ModelType,ID,Efficiency
135,CIFAR,backprop,mlp,2layers,4096,0.005,98,789770,Adam,0.63771564,0.48168945,32,28.240168313980103,orthogonal_,0.0836983278,mlp_2layers,9000,0.0010758114688928675
136,CIFAR,backprop,mlp,2layers,4096,0.005,98,789770,SGDM,0.70170087,0.5332031,33,28.6507386636734,orthogonal_,0.07765584279999999,mlp_2layers,9000,0.0011558373491202564
137,CIFAR,backprop,mlp,2layers,4096,0.005,98,789770,SGD,0.71307373,0.50842285,16,27.850662260055543,orthogonal_,0.20147257539999994,mlp_2layers,9000,0.0022042411950574394
138,CIFAR,backprop,mlp,2layers,4096,0.005,2,132746,Adam,0.3383789,0.33874512,1,28.757596731185913,orthogonal_,-0.0008850200000000141,mlp_2layers,9000,0.014444195833427
139,CIFAR,backprop,mlp,2layers,4096,0.005,2,132746,SGDM,0.28483072,0.2841797,1,30.30455243587494,orthogonal_,-0.0008239899999999967,mlp_2layers,9000,0.01211750958562749
140,CIFAR,backprop,mlp,2layers,512,0.005,2,132746,Adam,0.35246858,0.33768502,1,30.678802013397217,orthogonal_,0.00932477000000001,mlp_2layers,9000,0.01439899284422079
141,CIFAR,backprop,mlp,2layers,512,0.005,2,132746,SGDM,0.3619523,0.35516036,1,32.563575863838196,orthogonal_,0.0023134350000000026,mlp_2layers,9000,0.015144146702719831
142,CIFAR,backprop,mlp,2layers,512,0.05,2,16602,Adam,0.2749678,0.2735403,1,29.92808246612549,kaiming_normal,0.001237809999999978,mlp_2layers,9000,0.015305011892517078
143,CIFAR,backprop,mlp,2layers,512,0.05,2,16602,SGDM,0.31942654,0.31198603,0,32.62859344482422,kaiming_normal,0.0035162599999999655,mlp_2layers,9000,0.03491222243632247
144,CIFAR,backprop,mlp,3layers,2048,0.0005,98,1708810,Adam,0.7380778,0.5665283,24,27.01241801261902,kaiming_normal,0.1584277374,mlp_3layers,9000,0.001579610230105602
145,CIFAR,backprop,mlp,3layers,2048,0.0005,98,1708810,Adam,0.74464923,0.5633545,21,21.612896914482118,orthogonal_,0.1695947202,mlp_3layers,9000,0.001784955626336171
146,CIFAR,backprop,mlp,3layers,2048,0.0005,98,1708810,SGDM,0.68983966,0.5629883,30,26.652394981384276,kaiming_normal,0.12627847979999998,mlp_3layers,9000,0.001265919275788708
147,CIFAR,backprop,mlp,3layers,2048,0.0005,98,1708810,SGDM,0.69278973,0.5583496,49,26.924771971702576,kaiming_uniform,0.13430908260000002,mlp_3layers,9000,0.0007784030737170331
148,CIFAR,backprop,mlp,3layers,2048,0.0005,98,1708810,SGDM,0.6978963,0.5593262,11,21.54540738582611,orthogonal_,0.1359977224,mlp_3layers,9000,0.0032490190232850823
149,CIFAR,backprop,mlp,3layers,2048,0.0005,98,1708810,SGD,0.7454834,0.56188965,49,26.461312804222107,kaiming_normal,0.1837076852,mlp_3layers,9000,0.0007833383074865424
150,CIFAR,backprop,mlp,3layers,2048,0.0005,98,1708810,SGD,0.75335693,0.557251,29,21.681898169517517,orthogonal_,0.1962158194,mlp_3layers,9000,0.0012947858332004727
151,CIFAR,backprop,mlp,3layers,2048,0.005,98,1708810,Adam,0.61814374,0.53637695,38,25.08172697067261,kaiming_normal,0.048622642400000006,mlp_3layers,9000,0.0009586803738562201
152,CIFAR,backprop,mlp,3layers,2048,0.005,98,1708810,Adam,0.6219279,0.5390625,36,27.11203562259674,kaiming_uniform,0.05053711340000001,mlp_3layers,9000,0.0010155603443820962
153,CIFAR,backprop,mlp,3layers,2048,0.005,98,1708810,Adam,0.63112384,0.53881836,37,21.579608392715453,orthogonal_,0.05289387348,mlp_3layers,9000,0.0009883872313369026
154,CIFAR,backprop,mlp,3layers,2048,0.005,98,1708810,SGDM,0.58902997,0.52368164,49,24.512902593612672,kaiming_normal,0.03179402719999999,mlp_3layers,9000,0.0007300719803957533
155,CIFAR,backprop,mlp,3layers,2048,0.005,98,1708810,SGDM,0.5878296,0.5291748,48,27.5398415184021,kaiming_uniform,0.0315030902,mlp_3layers,9000,0.0007527857882017994
156,CIFAR,backprop,mlp,3layers,2048,0.005,98,1708810,SGDM,0.61698407,0.53125,49,21.593930735588074,orthogonal_,0.0413627126,mlp_3layers,9000,0.0007406231381058997
157,CIFAR,backprop,mlp,3layers,2048,0.005,98,1708810,SGD,0.6870117,0.5621338,31,25.700914487838745,kaiming_normal,0.11972209079999999,mlp_3layers,9000,0.001224497938209983
158,CIFAR,backprop,mlp,3layers,2048,0.005,98,1708810,SGD,0.6889445,0.5559082,38,27.610768032073974,kaiming_uniform,0.12986124,mlp_3layers,9000,0.0009935890813461286
159,CIFAR,backprop,mlp,3layers,2048,0.005,98,1708810,SGD,0.6923218,0.5583496,39,21.814069981575013,orthogonal_,0.13127238260000001,mlp_3layers,9000,0.0009730038421462913
160,CIFAR,backprop,mlp,3layers,4096,0.0005,98,1708810,Adam,0.99198407,0.5085449,1,27.578565545082093,orthogonal_,0.4884358670000001,mlp_3layers,9000,0.017724240927329455
161,CIFAR,backprop,mlp,3layers,4096,0.0005,98,1708810,SGDM,0.983785,0.5091553,43,27.63751181125641,orthogonal_,0.475233968,mlp_3layers,9000,0.0008066143231427823
162,CIFAR,backprop,mlp,3layers,4096,0.005,98,1708810,Adam,0.7802531,0.4906006,16,27.735328636169434,orthogonal_,0.154312745,mlp_3layers,9000,0.002011627160850587
163,CIFAR,backprop,mlp,3layers,4096,0.005,98,1708810,SGDM,0.8091634,0.51831055,21,27.9310098028183,orthogonal_,0.18100382099999998,mlp_3layers,9000,0.0016422365178797639
164,CIFAR,backprop,mlp,3layers,4096,0.005,98,1708810,SGD,0.9819336,0.51123047,12,27.742012581825257,orthogonal_,0.4684008845999999,mlp_3layers,9000,0.0027412062623475403
165,CIFAR,backprop,mlp,4layers,2048,0.0005,98,3809034,Adam,0.99468994,0.545166,4,26.735562014579774,kaiming_normal,0.4473787537999999,mlp_4layers,9000,0.007196663480163513
166,CIFAR,backprop,mlp,4layers,2048,0.0005,98,3809034,Adam,0.99660236,0.5340576,15,21.706041984558105,orthogonal_,0.46343261500000005,mlp_4layers,9000,0.0022031321802807387
167,CIFAR,backprop,mlp,4layers,2048,0.0005,98,3809034,SGDM,0.9530029,0.5389404,36,26.574609870910646,kaiming_normal,0.41139037619999996,mlp_4layers,9000,0.0009614162387694052
168,CIFAR,backprop,mlp,4layers,2048,0.0005,98,3809034,SGDM,0.9708252,0.5332031,48,21.5898069190979,orthogonal_,0.43625935779999997,mlp_4layers,9000,0.0007182390649633198
169,CIFAR,backprop,mlp,4layers,2048,0.0005,98,3809034,SGD,0.9958903,0.5406494,21,26.68872125148773,kaiming_normal,0.456847323,mlp_4layers,9000,0.0016220546471384673
170,CIFAR,backprop,mlp,4layers,2048,0.0005,98,3809034,SGD,0.99705,0.52893066,12,21.73727978229523,orthogonal_,0.46967936439999997,mlp_4layers,9000,0.002685516510539756
171,CIFAR,backprop,mlp,4layers,2048,0.005,98,3809034,Adam,0.86635333,0.5377197,19,26.37946562767029,kaiming_normal,0.1565685998,mlp_4layers,9000,0.0017745914673486973
172,CIFAR,backprop,mlp,4layers,2048,0.005,98,3809034,Adam,0.870992,0.52648926,26,21.517479453086853,orthogonal_,0.16959350520000002,mlp_4layers,9000,0.001287058209704768
173,CIFAR,backprop,mlp,4layers,2048,0.005,98,3809034,SGDM,0.6496175,0.5250244,49,26.667384419441223,kaiming_normal,0.06430826299999999,mlp_4layers,9000,0.0006930776911389851
174,CIFAR,backprop,mlp,4layers,2048,0.005,98,3809034,SGDM,0.6918132,0.5361328,47,21.813892602920532,orthogonal_,0.08243734059999999,mlp_4layers,9000,0.0007372309806932293
175,CIFAR,backprop,mlp,4layers,2048,0.005,98,3809034,SGD,0.9444987,0.53686523,39,26.440501770973206,kaiming_normal,0.40315267320000003,mlp_4layers,9000,0.0008858857656453687
176,CIFAR,backprop,mlp,4layers,2048,0.005,98,3809034,SGD,0.9633382,0.5296631,39,21.748274726867677,orthogonal_,0.4283549052000001,mlp_4layers,9000,0.0008740014712399972
177,CIFAR,hsic,kan,2layers,2048,0.0005,98,7890452,Adam,0.49483237,0.45336914,24,149.72292883872987,orthogonal_,0.04149658280000001,kan_2layers,9000,0.0011419861159917305
178,CIFAR,hsic,kan,2layers,2048,0.0005,98,7890452,SGDM,0.48944092,0.4543457,45,129.6933387517929,orthogonal_,0.034712322,kan_2layers,9000,0.0006219815007178976
179,CIFAR,hsic,kan,2layers,2048,0.0005,98,7890452,SGD,0.4961548,0.4465332,49,167.5481001996994,orthogonal_,0.048358560599999996,kan_2layers,9000,0.000562383574154781
180,CIFAR,hsic,kan,2layers,2048,0.005,98,7890452,Adam,0.47585043,0.44421387,47,138.4886384153366,orthogonal_,0.029373778599999997,kan_2layers,9000,0.0005827734456524528
181,CIFAR,hsic,kan,2layers,2048,0.005,98,7890452,SGDM,0.37927246,0.37902832,48,108.1117977142334,orthogonal_,-0.0007397467999999968,kan_2layers,9000,0.0004871070978150868
182,CIFAR,hsic,kan,2layers,2048,0.005,98,7890452,SGD,0.48840332,0.45288086,47,131.09048634529114,orthogonal_,0.0353890006,kan_2layers,9000,0.0005941438506912135
183,CIFAR,hsic,kan,3layers,1024,0.0005,98,17066516,Adam,0.5004069,0.46495226,14,32.20370852470398,kaiming_normal,0.0355136422,kan_3layers,9000,0.0018614357623793747
184,CIFAR,hsic,kan,3layers,1024,0.0005,98,17066516,Adam,0.49863687,0.46777344,5,32.55311440467835,kaiming_uniform,0.0330122882,kan_3layers,9000,0.004681825882012181
185,CIFAR,hsic,kan,3layers,1024,0.0005,98,17066516,Adam,0.49971518,0.4644097,14,32.76281451225281,orthogonal_,0.035286320600000004,kan_3layers,9000,0.0018592636241318123
186,CIFAR,hsic,kan,3layers,1024,0.0005,98,17066516,SGDM,0.48706055,0.45985243,37,32.08698001861572,kaiming_normal,0.02604776939999999,kan_3layers,9000,0.0007267178682911769
187,CIFAR,hsic,kan,3layers,1024,0.0005,98,17066516,SGDM,0.4870809,0.46180555,45,32.19047726154327,kaiming_uniform,0.024287381599999994,kan_3layers,9000,0.0006028819281607605
188,CIFAR,hsic,kan,3layers,1024,0.0005,98,17066516,SGDM,0.48787436,0.45562065,33,32.659930601119996,orthogonal_,0.029562040000000005,kan_3layers,9000,0.0008047397091166536
189,CIFAR,hsic,kan,3layers,1024,0.0005,98,17066516,SGD,0.5024414,0.4627821,5,32.359582357406616,kaiming_normal,0.039270696,kan_3layers,9000,0.0046318688241725504
190,CIFAR,hsic,kan,3layers,1024,0.0005,98,17066516,SGD,0.50213623,0.46755642,3,33.34558081626892,kaiming_uniform,0.034022757400000006,kan_3layers,9000,0.007019480675699408
191,CIFAR,hsic,kan,3layers,1024,0.0005,98,17066516,SGD,0.5038249,0.4644097,41,32.67806421279907,orthogonal_,0.03668646519999999,kan_3layers,9000,0.0006640227229042187
192,CIFAR,hsic,kan,3layers,1024,0.005,98,17066516,Adam,0.46543375,0.44911024,29,32.133121995925904,kaiming_normal,0.018760852400000007,kan_3layers,9000,0.0008990061280557965
193,CIFAR,hsic,kan,3layers,1024,0.005,98,17066516,Adam,0.4643148,0.44986978,26,32.40305145263672,kaiming_uniform,0.017082931,kan_3layers,9000,0.0010005850408356877
194,CIFAR,hsic,kan,3layers,1024,0.005,98,17066516,Adam,0.4613851,0.44585502,25,32.902338104248045,orthogonal_,0.017358943400000007,kan_3layers,9000,0.001029796146413097
195,CIFAR,hsic,kan,3layers,1024,0.005,98,17066516,SGDM,0.37400308,0.375,38,32.323161888122556,kaiming_normal,-0.0030228684000000007,kan_3layers,9000,0.0005774276952253993
196,CIFAR,hsic,kan,3layers,1024,0.005,98,17066516,SGDM,0.3720703,0.37727866,26,32.60651999950409,kaiming_uniform,-0.004799401399999999,kan_3layers,9000,0.000839130344391067
197,CIFAR,hsic,kan,3layers,1024,0.005,98,17066516,SGDM,0.3702189,0.3793403,47,32.95525764942169,orthogonal_,-0.008023140199999997,kan_3layers,9000,0.0004745901227927417
198,CIFAR,hsic,kan,3layers,1024,0.005,98,17066516,SGD,0.48638916,0.45985243,46,32.39075536251068,kaiming_normal,0.0255231414,kan_3layers,9000,0.0005875591275545684
199,CIFAR,hsic,kan,3layers,1024,0.005,98,17066516,SGD,0.48575845,0.46039498,41,32.02552808284759,kaiming_uniform,0.023551028600000003,kan_3layers,9000,0.0006582823921012703
200,CIFAR,hsic,kan,3layers,1024,0.005,98,17066516,SGD,0.48409018,0.45551217,40,32.56480522155762,orthogonal_,0.028972846799999997,kan_3layers,9000,0.0006671862345586074
201,CIFAR,hsic,kan,4layers,1024,0.0005,98,38040084,Adam,0.5048218,0.4657118,7,190.35009034633637,kaiming_normal,0.040779896,kan_4layers,9000,0.0033352962340621748
202,CIFAR,hsic,kan,4layers,1024,0.0005,98,38040084,Adam,0.50250244,0.46332467,20,190.48226051807404,orthogonal_,0.0415523258,kan_4layers,9000,0.0012640762986478105
203,CIFAR,hsic,kan,4layers,1024,0.0005,98,38040084,SGDM,0.48406982,0.45833334,5,190.43294643878937,kaiming_normal,0.026280112600000002,kan_4layers,9000,0.004376605053016732
204,CIFAR,hsic,kan,4layers,1024,0.0005,98,38040084,SGDM,0.4851888,0.45388454,20,194.23801568984985,kaiming_uniform,0.0305875622,kan_4layers,9000,0.001238321044585569
205,CIFAR,hsic,kan,4layers,1024,0.0005,98,38040084,SGDM,0.48498535,0.45258248,25,190.2741819524765,orthogonal_,0.030966933000000002,kan_4layers,9000,0.0009973131558362058
206,CIFAR,hsic,kan,4layers,1024,0.0005,98,38040084,SGD,0.50669354,0.4590929,21,190.1036095714569,kaiming_normal,0.04733018839999999,kan_4layers,9000,0.0011955976522621794
207,CIFAR,hsic,kan,4layers,1024,0.0005,98,38040084,SGD,0.50394696,0.45898438,45,190.10031985759736,orthogonal_,0.045230578,kan_4layers,9000,0.0005716724094199039
208,CIFAR,hsic,kan,4layers,1024,0.005,98,38040084,Adam,0.45593262,0.43663195,31,190.6588595342636,kaiming_normal,0.019756669800000005,kan_4layers,9000,0.0007817586426338262
209,CIFAR,hsic,kan,4layers,1024,0.005,98,38040084,Adam,0.45985922,0.42740884,35,190.5596413898468,kaiming_uniform,0.02036282,kan_4layers,9000,0.0006802180587779263
210,CIFAR,hsic,kan,4layers,1024,0.005,98,38040084,Adam,0.4572754,0.43391928,34,190.35869863033295,orthogonal_,0.0186450214,kan_4layers,9000,0.0007103102159973346
211,CIFAR,hsic,kan,4layers,1024,0.005,98,38040084,SGDM,0.35569254,0.35069445,45,190.3948469734192,kaiming_normal,0.003513857400000003,kan_4layers,9000,0.00043679556415773444
212,CIFAR,hsic,kan,4layers,1024,0.005,98,38040084,SGDM,0.35528564,0.35959202,32,190.3480034303665,kaiming_uniform,-0.003274469400000004,kan_4layers,9000,0.0006243142726075916
213,CIFAR,hsic,kan,4layers,1024,0.005,98,38040084,SGDM,0.35961914,0.36338976,30,190.3515887928009,orthogonal_,-0.005259060799999995,kan_4layers,9000,0.000671611539250452
214,CIFAR,hsic,kan,4layers,1024,0.005,98,38040084,SGD,0.48181152,0.45757377,43,190.3139504146576,kaiming_normal,0.0263934998,kan_4layers,9000,0.0005958207207612604
215,CIFAR,hsic,kan,4layers,1024,0.005,98,38040084,SGD,0.4831543,0.4532335,44,190.2852162694931,kaiming_uniform,0.028785534599999996,kan_4layers,9000,0.0005770542538018171
216,CIFAR,hsic,kan,4layers,1024,0.005,98,38040084,SGD,0.48272705,0.45334202,27,190.1477696466446,orthogonal_,0.0285453296,kan_4layers,9000,0.0009276306763405051
217,CIFAR,hsic,mlpWide,4layers,2048,0.0005,98,97072650,Adam,0.9953613,0.5661621,47,23.9297474527359,orthogonal_,0.21708780799999997,mlpWide_4layers,9000,0.0006413529609452406
218,CIFAR,hsic,mlpWide,4layers,2048,0.0005,98,97072650,SGDM,0.7496338,0.5377197,49,24.034177651405333,orthogonal_,0.1084134916,mlpWide_4layers,9000,0.000584767855148628
219,CIFAR,hsic,mlpWide,4layers,2048,0.0005,98,97072650,SGD,0.99556476,0.56848145,8,23.545827226638792,orthogonal_,0.42856282719999994,mlpWide_4layers,9000,0.0034345618090644006
220,Fashion,backprop,kan,2layers,4096,0.0005,98,254164,Adam,0.99750626,0.86816406,3,5.4319597864151,kaiming_normal,0.127997005,kan_2layers,0,0.017438981809113612
221,Fashion,backprop,kan,2layers,4096,0.0005,98,254164,Adam,0.89303154,0.7841797,0,5.559535646438599,kaiming_uniform,0.11003662299999999,kan_2layers,0,0.06300788596743417
222,Fashion,backprop,kan,2layers,4096,0.0005,98,254164,Adam,0.8895961,0.8050537,0,5.235698018074036,orthogonal_,0.08699218460000001,kan_2layers,0,0.06468508650155183
223,Fashion,backprop,kan,2layers,4096,0.0005,98,254164,SGDM,0.9877755,0.86816406,49,5.3011988210678105,kaiming_normal,0.12002650720000002,kan_2layers,0,0.001395118544729089
224,Fashion,backprop,kan,2layers,4096,0.0005,98,254164,SGDM,0.8876953,0.7825928,28,5.266171898841858,kaiming_uniform,0.10488874100000002,kan_2layers,0,0.0021682889820972295
225,Fashion,backprop,kan,2layers,4096,0.0005,98,254164,SGDM,0.8849923,0.80371094,29,5.258813076019287,orthogonal_,0.08109096199999997,kan_2layers,0,0.0021525732455753587
226,Fashion,backprop,kan,2layers,4096,0.0005,98,254164,SGD,0.99788994,0.8642578,7,5.367899479866028,kaiming_normal,0.1337677772,kan_2layers,0,0.008680257999037964
227,Fashion,backprop,kan,2layers,4096,0.0005,98,254164,SGD,0.89339775,0.7792969,1,5.239119644165039,kaiming_uniform,0.11387451740000001,kan_2layers,0,0.03130777946048269
228,Fashion,backprop,kan,2layers,4096,0.0005,98,254164,SGD,0.89018905,0.79833984,23,5.240521159172058,orthogonal_,0.09142578340000002,kan_2layers,0,0.002672734833715391
229,Fashion,backprop,kan,2layers,4096,0.005,98,254164,Adam,0.977975,0.87719727,17,5.310408024787903,kaiming_normal,0.06958634979999999,kan_2layers,0,0.00391565192682696
230,Fashion,backprop,kan,2layers,4096,0.005,98,254164,Adam,0.8823242,0.79260254,20,5.252689099311828,kaiming_uniform,0.05922118879999999,kan_2layers,0,0.0030326024250514616
231,Fashion,backprop,kan,2layers,4096,0.005,98,254164,Adam,0.8782959,0.80737305,36,5.268497948646545,orthogonal_,0.04578125219999998,kan_2layers,0,0.0017532822555567625
232,Fashion,backprop,kan,2layers,4096,0.005,98,254164,SGDM,0.84273857,0.8282471,49,5.270085821151733,kaiming_normal,0.012511860000000003,kan_2layers,0,0.0013309729601431418
233,Fashion,backprop,kan,2layers,4096,0.005,98,254164,SGDM,0.7260219,0.7150879,48,5.233323593139648,kaiming_uniform,0.0096934308,kan_2layers,0,0.0011725804856554986
234,Fashion,backprop,kan,2layers,4096,0.005,98,254164,SGDM,0.787371,0.77246094,49,5.477202267646789,orthogonal_,0.011317662199999997,kan_2layers,0,0.0012413259568391532
235,Fashion,backprop,kan,2layers,4096,0.005,98,254164,SGD,0.9872175,0.8673096,46,5.2391594839096065,kaiming_normal,0.11983851900000002,kan_2layers,0,0.0014827079236975737
236,Fashion,backprop,kan,2layers,4096,0.005,98,254164,SGD,0.8876081,0.7833252,0,5.2510051441192624,kaiming_uniform,0.10528738739999997,kan_2layers,0,0.06293922793081429
237,Fashion,backprop,kan,2layers,4096,0.005,98,254164,SGD,0.88464355,0.8033447,36,5.252562370300293,orthogonal_,0.08131068600000001,kan_2layers,0,0.0017445343359003258
238,Fashion,backprop,kan,3layers,4096,0.0005,98,525652,Adam,0.8954032,0.8006592,0,5.2747702360153195,kaiming_normal,0.0960975836,kan_3layers,0,0.06078310770908816
239,Fashion,backprop,kan,3layers,4096,0.0005,98,525652,Adam,0.89453125,0.8309326,1,5.31317186832428,kaiming_uniform,0.06743512980000001,kan_3layers,0,0.03154067656050956
240,Fashion,backprop,kan,3layers,4096,0.0005,98,525652,Adam,0.7920794,0.70739746,3,5.324713106155396,orthogonal_,0.08750558139999998,kan_3layers,0,0.013425754679492656
241,Fashion,backprop,kan,3layers,4096,0.0005,98,525652,SGDM,0.89461845,0.80114746,42,5.310704345703125,kaiming_normal,0.09330601640000001,kan_3layers,0,0.0014144226654923089
242,Fashion,backprop,kan,3layers,4096,0.0005,98,525652,SGDM,0.8932582,0.82958984,17,5.362556715011596,kaiming_uniform,0.0631612686,kan_3layers,0,0.0034988564283506235
243,Fashion,backprop,kan,3layers,4096,0.0005,98,525652,SGDM,0.79007393,0.70581055,35,5.310836005210876,orthogonal_,0.08406110399999996,kan_3layers,0,0.0014884040648720995
244,Fashion,backprop,kan,3layers,4096,0.0005,98,525652,SGD,0.8953334,0.7980957,42,5.319443717002868,kaiming_normal,0.0972757364,kan_3layers,0,0.0014090347953071584
245,Fashion,backprop,kan,3layers,4096,0.0005,98,525652,SGD,0.8948451,0.8256836,45,5.301464247703552,kaiming_uniform,0.06852540240000005,kan_3layers,0,0.0013626710501532515
246,Fashion,backprop,kan,3layers,4096,0.0005,98,525652,SGD,0.79279435,0.703125,37,5.333347358703613,orthogonal_,0.0888985792,kan_3layers,0,0.001404701822012892
247,Fashion,backprop,kan,3layers,4096,0.005,98,525652,Adam,0.8908517,0.8071289,22,5.288511853218079,kaiming_normal,0.0625341774,kan_3layers,0,0.0026640984168076944
248,Fashion,backprop,kan,3layers,4096,0.005,98,525652,Adam,0.88952637,0.8338623,14,5.489658999443054,kaiming_uniform,0.04158622360000001,kan_3layers,0,0.004220251012786129
249,Fashion,backprop,kan,3layers,4096,0.005,98,525652,Adam,0.78449357,0.7069092,33,5.310684118270874,orthogonal_,0.04881731299999999,kan_3layers,0,0.0015784103473791033
250,Fashion,backprop,kan,3layers,4096,0.005,98,525652,SGDM,0.7810233,0.7689209,48,5.295063467025757,kaiming_normal,0.011436936799999997,kan_3layers,0,0.001191299029917435
251,Fashion,backprop,kan,3layers,4096,0.005,98,525652,SGDM,0.8058036,0.7965088,47,5.2913004541397095,kaiming_uniform,0.007486747000000003,kan_3layers,0,0.0012597505119749182
252,Fashion,backprop,kan,3layers,4096,0.005,98,525652,SGDM,0.69601005,0.6838379,49,5.35193820476532,orthogonal_,0.013370183200000019,kan_3layers,0,0.0010382892679246466
253,Fashion,backprop,kan,3layers,4096,0.005,98,525652,SGD,0.8940255,0.8006592,28,5.5800759220123295,kaiming_normal,0.0925512674,kan_3layers,0,0.0020959692313478676
254,Fashion,backprop,kan,3layers,4096,0.005,98,525652,SGD,0.8929618,0.82995605,29,5.299596452713013,kaiming_uniform,0.0629220092,kan_3layers,0,0.0021002405676455666
255,Fashion,backprop,kan,3layers,4096,0.005,98,525652,SGD,0.789917,0.7071533,6,5.3283082437515255,orthogonal_,0.08323591459999997,kan_3layers,0,0.007669211855277168
256,Fashion,backprop,kan,4layers,4096,0.0005,98,1109588,Adam,0.68859863,0.62609863,49,5.317094020843506,kaiming_normal,0.0621815716,kan_4layers,0,0.0008995992951677711
257,Fashion,backprop,kan,4layers,4096,0.0005,98,1109588,Adam,0.7906843,0.70043945,0,5.645221047401428,kaiming_uniform,0.08977538999999998,kan_4layers,0,0.050320732655787896
258,Fashion,backprop,kan,4layers,4096,0.0005,98,1109588,Adam,0.57402694,0.552124,48,5.3659848928451535,orthogonal_,0.010949707200000002,kan_4layers,0,0.0008095000930281648
259,Fashion,backprop,kan,4layers,4096,0.0005,98,1109588,SGDM,0.68282646,0.62609863,1,5.330691800117493,kaiming_normal,0.05568464520000003,kan_4layers,0,0.02248998237919428
260,Fashion,backprop,kan,4layers,4096,0.0005,98,1109588,SGDM,0.7849296,0.69799805,48,5.332236413955688,kaiming_uniform,0.08664900179999999,kan_4layers,0,0.0010233742536250512
261,Fashion,backprop,kan,4layers,4096,0.0005,98,1109588,SGDM,0.39789692,0.38842773,0,5.334194211959839,orthogonal_,0.008353102999999975,kan_4layers,0,0.027905292823561786
262,Fashion,backprop,kan,4layers,4096,0.0005,98,1109588,SGD,0.6887556,0.62609863,1,5.365691351890564,kaiming_normal,0.062150881799999995,kan_4layers,0,0.02248998237919428
263,Fashion,backprop,kan,4layers,4096,0.0005,98,1109588,SGD,0.7905971,0.6999512,0,5.389446258544922,kaiming_uniform,0.0901084638,kan_4layers,0,0.05028565596540561
264,Fashion,backprop,kan,4layers,4096,0.0005,98,1109588,SGD,0.5756487,0.55407715,37,5.362382588386535,orthogonal_,0.021094095199999982,kan_4layers,0,0.001047521634109426
265,Fashion,backprop,kan,4layers,4096,0.005,98,1109588,Adam,0.67550224,0.62609863,49,5.2986994552612305,kaiming_normal,0.027449424400000005,kan_4layers,0,0.0008995992951677711
266,Fashion,backprop,kan,4layers,4096,0.005,98,1109588,Adam,0.7801339,0.7027588,39,5.3485092926025395,kaiming_uniform,0.051303357599999995,kan_4layers,0,0.0012621839652343365
267,Fashion,backprop,kan,4layers,4096,0.005,98,1109588,Adam,0.39742607,0.38842773,45,5.699747724533081,orthogonal_,0.0086223492,kan_4layers,0,0.0006066368005122127
268,Fashion,backprop,kan,4layers,4096,0.005,98,1109588,SGDM,0.66390556,0.6508789,49,5.315052375793457,kaiming_normal,0.010255305800000001,kan_4layers,0,0.0009352044096943228
269,Fashion,backprop,kan,4layers,4096,0.005,98,1109588,SGDM,0.64643204,0.63464355,49,5.354694290161133,kaiming_uniform,0.0058122897,kan_4layers,0,0.0009118769198756626
270,Fashion,backprop,kan,4layers,4096,0.005,98,1109588,SGDM,0.6837507,0.6690674,47,5.349728813171387,orthogonal_,0.011484721800000002,kan_4layers,0,0.001001394010696401
271,Fashion,backprop,kan,4layers,4096,0.005,98,1109588,SGD,0.68183243,0.6269531,20,5.390225615501404,kaiming_normal,0.05408551560000001,kan_4layers,0,0.002144826252448167
272,Fashion,backprop,kan,4layers,4096,0.005,98,1109588,SGD,0.7838135,0.6984863,5,5.38114755153656,kaiming_uniform,0.08440464499999997,kan_4layers,0,0.008363402519668299
273,Fashion,backprop,kan,4layers,4096,0.005,98,1109588,SGD,0.3981236,0.38842773,40,5.4022457933425905,orthogonal_,0.008566539599999982,kan_4layers,0,0.0006806168981356533
274,Fashion,backprop,mlpWide,2layers,4096,0.0005,98,255050,Adam,0.9997384,0.89868164,45,8.399753489494323,kaiming_normal,0.10346749579999999,mlpWide_2layers,0,0.0015692998652094036
275,Fashion,backprop,mlpWide,2layers,4096,0.0005,98,255050,Adam,0.9999128,0.89819336,14,8.379549417495728,kaiming_uniform,0.10396867620000001,mlpWide_2layers,0,0.004809904804099418
276,Fashion,backprop,mlpWide,2layers,4096,0.0005,98,255050,Adam,0.9930943,0.89868164,11,9.80864315032959,orthogonal_,0.09276646239999999,mlpWide_2layers,0,0.006015649483302714
277,Fashion,backprop,mlpWide,2layers,4096,0.0005,98,255050,SGDM,0.9984828,0.89538574,34,9.948728523254395,kaiming_normal,0.1035682894,mlpWide_2layers,0,0.002054944178969013
278,Fashion,backprop,mlpWide,2layers,4096,0.0005,98,255050,SGDM,0.9994245,0.89575195,27,8.455108065605163,kaiming_uniform,0.1044060424,mlpWide_2layers,0,0.002569730805982909
279,Fashion,backprop,mlpWide,2layers,4096,0.0005,98,255050,SGDM,0.9814628,0.8977051,47,9.626260585784912,orthogonal_,0.08380371679999998,mlpWide_2layers,0,0.0015022781652057596
280,Fashion,backprop,mlpWide,2layers,4096,0.0005,98,255050,SGD,0.9997733,0.8959961,47,8.422039513587952,kaiming_normal,0.10437708180000003,mlpWide_2layers,0,0.00149941821333032
281,Fashion,backprop,mlpWide,2layers,4096,0.0005,98,255050,SGD,0.99994767,0.89501953,40,8.461844754219054,kaiming_uniform,0.1054565378,mlpWide_2layers,0,0.0017535031697636459
